_id,Month,Hospital,TotalOperations,TotalOperationsQF,TotalCancelled,TotalCancelledQF,CancelledByPatientReason,CancelledByPatientReasonQF,ClinicalReason,ClinicalReasonQF,NonClinicalCapacityReason,NonClinicalCapacityReasonQF,OtherReason,OtherReasonQF
416,201904,C206H,199,"",16,"",8,"",8,"",0,"",0,""
417,201905,C206H,231,"",15,"",5,"",10,"",0,"",0,""
418,201906,C206H,238,"",14,"",5,"",7,"",0,"",2,""
419,201907,C206H,194,"",18,"",7,"",11,"",0,"",0,""
420,201908,C206H,253,"",18,"",9,"",8,"",1,"",0,""
421,201909,C206H,259,"",29,"",11,"",12,"",0,"",6,""
422,201910,C206H,224,"",21,"",15,"",6,"",0,"",0,""
423,201911,C206H,241,"",28,"",12,"",12,"",0,"",4,""
424,201912,C206H,194,"",12,"",6,"",6,"",0,"",0,""
425,202001,C206H,232,"",16,"",11,"",5,"",0,"",0,""
426,202002,C206H,221,"",20,"",6,"",14,"",0,"",0,""
427,202003,C206H,185,"",27,"",9,"",10,"",7,"",1,""
428,202004,C206H,5,"",0,"",0,"",0,"",0,"",0,""
429,202007,C206H,96,"",4,"",0,"",4,"",0,"",0,""
430,202008,C206H,193,"",6,"",3,"",1,"",2,"",0,""
431,202009,C206H,257,"",20,"",6,"",13,"",1,"",0,""
432,202010,C206H,265,"",24,"",12,"",10,"",0,"",2,""
433,202011,C206H,239,"",20,"",4,"",12,"",4,"",0,""
434,202012,C206H,222,"",13,"",1,"",8,"",4,"",0,""
435,202101,C206H,194,"",21,"",11,"",9,"",1,"",0,""
436,202102,C206H,198,"",15,"",13,"",2,"",0,"",0,""
437,202103,C206H,230,"",11,"",5,"",6,"",0,"",0,""
438,202104,C206H,257,"",15,"",3,"",12,"",0,"",0,""
439,202105,C206H,219,"",12,"",5,"",7,"",0,"",0,""
440,202106,C206H,236,"",14,"",4,"",10,"",0,"",0,""
441,202107,C206H,217,"",35,"",5,"",5,"",6,"",19,""
442,202108,C206H,198,"",11,"",6,"",5,"",0,"",0,""
443,202109,C206H,379,"",47,"",32,"",6,"",9,"",0,""
444,202110,C206H,339,"",19,"",10,"",4,"",5,"",0,""
445,202111,C206H,367,"",24,"",7,"",11,"",1,"",5,""
446,202112,C206H,257,"",16,"",5,"",10,"",0,"",1,""
447,202201,C206H,356,"",22,"",11,"",8,"",2,"",1,""
448,202202,C206H,330,"",45,"",16,"",11,"",11,"",7,""
449,202203,C206H,382,"",49,"",25,"",12,"",6,"",6,""
450,202204,C206H,295,"",42,"",18,"",16,"",7,"",1,""
451,202205,C206H,297,"",23,"",8,"",12,"",3,"",0,""
452,202206,C206H,252,"",25,"",9,"",11,"",1,"",4,""
453,202207,C206H,288,"",16,"",5,"",7,"",3,"",1,""
454,202208,C206H,302,"",19,"",5,"",11,"",3,"",0,""
455,202209,C206H,294,"",28,"",17,"",7,"",3,"",1,""
456,202210,C206H,327,"",25,"",10,"",10,"",5,"",0,""
457,202211,C206H,390,"",30,"",15,"",13,"",2,"",0,""
458,202212,C206H,284,"",27,"",16,"",7,"",1,"",3,""
459,201505,C313H,397,"",33,"",16,"",15,"",0,"",2,""
460,201506,C313H,501,"",29,"",17,"",12,"",0,"",0,""
461,201507,C313H,381,"",20,"",7,"",12,"",1,"",0,""
462,201508,C313H,455,"",35,"",18,"",17,"",0,"",0,""
463,201509,C313H,456,"",35,"",17,"",13,"",5,"",0,""
464,201510,C313H,522,"",50,"",25,"",21,"",4,"",0,""
465,201511,C313H,519,"",46,"",22,"",20,"",3,"",1,""
466,201512,C313H,478,"",60,"",24,"",19,"",9,"",8,""
467,201601,C313H,512,"",59,"",26,"",28,"",4,"",1,""
468,201602,C313H,512,"",40,"",21,"",15,"",2,"",2,""
469,201603,C313H,535,"",43,"",16,"",16,"",8,"",3,""
470,201604,C313H,523,"",44,"",18,"",14,"",4,"",8,""
471,201605,C313H,570,"",48,"",26,"",14,"",6,"",2,""
472,201606,C313H,566,"",47,"",23,"",22,"",1,"",1,""
473,201607,C313H,436,"",43,"",23,"",20,"",0,"",0,""
474,201608,C313H,416,"",20,"",10,"",6,"",3,"",1,""
475,201609,C313H,451,"",57,"",9,"",23,"",2,"",23,""
476,201610,C313H,463,"",38,"",12,"",21,"",3,"",2,""
477,201611,C313H,477,"",34,"",16,"",17,"",1,"",0,""
478,201612,C313H,342,"",36,"",10,"",20,"",6,"",0,""
479,201701,C313H,429,"",34,"",15,"",14,"",4,"",1,""
480,201702,C313H,449,"",39,"",14,"",22,"",2,"",1,""
481,201703,C313H,504,"",49,"",19,"",20,"",6,"",4,""
482,201704,C313H,310,"",23,"",13,"",9,"",1,"",0,""
483,201705,C313H,487,"",43,"",11,"",25,"",4,"",3,""
484,201706,C313H,455,"",49,"",17,"",14,"",18,"",0,""
485,201707,C313H,380,"",22,"",10,"",10,"",2,"",0,""
486,201708,C313H,467,"",34,"",20,"",13,"",1,"",0,""
487,201709,C313H,419,"",38,"",16,"",21,"",1,"",0,""
488,201710,C313H,418,"",27,"",13,"",13,"",1,"",0,""
489,201711,C313H,504,"",35,"",19,"",13,"",1,"",2,""
490,201712,C313H,307,"",26,"",8,"",14,"",3,"",1,""
491,201801,C313H,439,"",52,"",12,"",26,"",5,"",9,""
492,201802,C313H,409,"",43,"",15,"",19,"",2,"",7,""
493,201803,C313H,494,"",83,"",15,"",12,"",13,"",43,""
494,201804,C313H,391,"",22,"",7,"",14,"",0,"",1,""
495,201805,C313H,480,"",42,"",16,"",17,"",7,"",2,""
496,201806,C313H,450,"",27,"",9,"",18,"",0,"",0,""
497,201807,C313H,316,"",27,"",12,"",11,"",3,"",1,""
498,201808,C313H,503,"",29,"",11,"",12,"",6,"",0,""
499,201809,C313H,418,"",34,"",13,"",15,"",5,"",1,""
500,201810,C313H,415,"",33,"",12,"",13,"",4,"",4,""
501,201811,C313H,438,"",45,"",11,"",22,"",12,"",0,""
502,201812,C313H,355,"",29,"",13,"",6,"",10,"",0,""
503,201901,C313H,423,"",34,"",9,"",18,"",5,"",2,""
504,201902,C313H,429,"",39,"",15,"",20,"",3,"",1,""
505,201903,C313H,438,"",26,"",7,"",15,"",4,"",0,""
506,201904,C313H,359,"",28,"",8,"",16,"",3,"",1,""
507,201905,C313H,391,"",51,"",14,"",22,"",13,"",2,""
508,201906,C313H,385,"",30,"",9,"",14,"",4,"",3,""
509,201907,C313H,333,"",35,"",13,"",19,"",3,"",0,""
510,201908,C313H,386,"",30,"",10,"",12,"",6,"",2,""
511,201909,C313H,371,"",34,"",16,"",16,"",2,"",0,""
512,201910,C313H,418,"",31,"",6,"",18,"",6,"",1,""
513,201911,C313H,426,"",33,"",11,"",15,"",7,"",0,""
514,201912,C313H,373,"",46,"",16,"",18,"",6,"",6,""
515,202001,C313H,425,"",67,"",18,"",13,"",11,"",25,""
516,202002,C313H,437,"",33,"",13,"",12,"",2,"",6,""
517,202003,C313H,291,"",49,"",18,"",5,"",15,"",11,""
518,202006,C313H,9,"",0,"",0,"",0,"",0,"",0,""
519,202007,C313H,41,"",1,"",0,"",1,"",0,"",0,""
520,202008,C313H,125,"",12,"",0,"",7,"",0,"",5,""
521,202009,C313H,211,"",15,"",1,"",14,"",0,"",0,""
522,202010,C313H,438,"",43,"",14,"",20,"",8,"",1,""
523,202011,C313H,390,"",30,"",11,"",14,"",4,"",1,""
524,202012,C313H,302,"",22,"",6,"",12,"",4,"",0,""
525,202101,C313H,163,"",24,"",10,"",8,"",2,"",4,""
526,202102,C313H,105,"",4,"",1,"",2,"",1,"",0,""
527,202103,C313H,212,"",12,"",4,"",4,"",4,"",0,""
528,202104,C313H,267,"",22,"",3,"",16,"",2,"",1,""
529,202105,C313H,305,"",22,"",7,"",12,"",3,"",0,""
530,202106,C313H,358,"",30,"",9,"",16,"",4,"",1,""
531,202107,C313H,276,"",22,"",9,"",8,"",5,"",0,""
532,202108,C313H,284,"",19,"",7,"",7,"",5,"",0,""
533,202109,C313H,51,"",1,"",0,"",1,"",0,"",0,""
534,202110,C313H,190,"",10,"",4,"",6,"",0,"",0,""
535,202111,C313H,277,"",12,"",6,"",5,"",0,"",1,""
536,202112,C313H,327,"",35,"",13,"",12,"",8,"",2,""
537,202201,C313H,187,"",29,"",16,"",5,"",8,"",0,""
538,202202,C313H,280,"",27,"",11,"",8,"",2,"",6,""
539,202203,C313H,376,"",54,"",10,"",21,"",19,"",4,""
540,202204,C313H,190,"",10,"",2,"",5,"",3,"",0,""
541,202205,C313H,272,"",26,"",7,"",12,"",4,"",3,""
542,202206,C313H,344,"",42,"",9,"",20,"",8,"",5,""
543,202207,C313H,270,"",36,"",10,"",13,"",3,"",10,""
544,202208,C313H,417,"",30,"",7,"",13,"",6,"",4,""
545,202209,C313H,369,"",38,"",9,"",21,"",2,"",6,""
546,202210,C313H,406,"",57,"",20,"",17,"",10,"",10,""
547,202211,C313H,446,"",53,"",11,"",26,"",10,"",6,""
548,202212,C313H,270,"",51,"",13,"",11,"",3,"",24,""
549,201505,C418H,821,"",60,"",24,"",25,"",10,"",1,""
550,201506,C418H,905,"",61,"",24,"",25,"",9,"",3,""
551,201507,C418H,826,"",58,"",28,"",22,"",7,"",1,""
552,201508,C418H,739,"",46,"",20,"",21,"",4,"",1,""
553,201509,C418H,815,"",54,"",20,"",15,"",17,"",2,""
554,201510,C418H,1045,"",96,"",36,"",34,"",22,"",4,""
555,201511,C418H,1072,"",88,"",42,"",29,"",14,"",3,""
556,201512,C418H,993,"",80,"",33,"",38,"",7,"",2,""
557,201601,C418H,889,"",79,"",36,"",31,"",10,"",2,""
558,201602,C418H,1029,"",96,"",31,"",39,"",25,"",1,""
559,201603,C418H,1000,"",86,"",37,"",42,"",7,"",0,""
560,201604,C418H,877,"",66,"",24,"",33,"",9,"",0,""
561,201605,C418H,867,"",77,"",24,"",29,"",24,"",0,""
562,201606,C418H,931,"",82,"",41,"",27,"",13,"",1,""
563,201607,C418H,743,"",55,"",19,"",25,"",9,"",2,""
564,201608,C418H,825,"",106,"",20,"",52,"",31,"",3,""
565,201609,C418H,870,"",77,"",33,"",32,"",11,"",1,""
566,201610,C418H,886,"",86,"",33,"",22,"",29,"",2,""
567,201611,C418H,988,"",93,"",33,"",34,"",24,"",2,""
568,201612,C418H,813,"",84,"",29,"",36,"",14,"",5,""
569,201701,C418H,871,"",89,"",46,"",36,"",3,"",4,""
570,201702,C418H,817,"",64,"",21,"",34,"",8,"",1,""
571,201703,C418H,982,"",79,"",32,"",31,"",15,"",1,""
572,201704,C418H,671,"",77,"",32,"",29,"",14,"",2,""
573,201705,C418H,906,"",91,"",49,"",31,"",11,"",0,""
574,201706,C418H,904,"",83,"",40,"",33,"",9,"",1,""
575,201707,C418H,729,"",60,"",34,"",23,"",2,"",1,""
576,201708,C418H,859,"",62,"",38,"",19,"",5,"",0,""
577,201709,C418H,818,"",69,"",36,"",22,"",10,"",1,""
578,201710,C418H,806,"",66,"",29,"",23,"",10,"",4,""
579,201711,C418H,869,"",84,"",39,"",26,"",15,"",4,""
580,201712,C418H,730,"",75,"",26,"",22,"",25,"",2,""
581,201801,C418H,785,"",134,"",33,"",36,"",51,"",14,""
582,201802,C418H,812,"",73,"",32,"",14,"",18,"",9,""
583,201803,C418H,831,"",108,"",34,"",24,"",20,"",30,""
584,201804,C418H,775,"",69,"",27,"",21,"",21,"",0,""
585,201805,C418H,765,"",52,"",22,"",20,"",8,"",2,""
586,201806,C418H,797,"",57,"",22,"",20,"",8,"",7,""
587,201807,C418H,714,"",66,"",28,"",21,"",16,"",1,""
588,201808,C418H,820,"",75,"",27,"",23,"",23,"",2,""
589,201809,C418H,702,"",40,"",14,"",23,"",3,"",0,""
590,201810,C418H,849,"",76,"",24,"",25,"",17,"",10,""
591,201811,C418H,852,"",66,"",16,"",26,"",24,"",0,""
592,201812,C418H,695,"",43,"",13,"",23,"",7,"",0,""
593,201901,C418H,862,"",64,"",18,"",24,"",7,"",15,""
594,201902,C418H,849,"",61,"",25,"",25,"",11,"",0,""
595,201903,C418H,808,"",60,"",24,"",24,"",12,"",0,""
596,201904,C418H,731,"",49,"",21,"",20,"",7,"",1,""
597,201905,C418H,714,"",63,"",23,"",14,"",24,"",2,""
598,201906,C418H,776,"",39,"",17,"",12,"",10,"",0,""
599,201907,C418H,698,"",47,"",19,"",15,"",11,"",2,""
600,201908,C418H,735,"",47,"",20,"",23,"",4,"",0,""
601,201909,C418H,765,"",61,"",15,"",22,"",17,"",7,""
602,201910,C418H,817,"",76,"",35,"",21,"",13,"",7,""
603,201911,C418H,704,"",51,"",26,"",10,"",15,"",0,""
604,201912,C418H,694,"",69,"",31,"",19,"",19,"",0,""
605,202001,C418H,742,"",79,"",26,"",31,"",17,"",5,""
606,202002,C418H,706,"",48,"",21,"",19,"",8,"",0,""
607,202003,C418H,577,"",64,"",25,"",18,"",21,"",0,""
608,202004,C418H,8,"",0,"",0,"",0,"",0,"",0,""
609,202005,C418H,11,"",0,"",0,"",0,"",0,"",0,""
610,202006,C418H,66,"",0,"",0,"",0,"",0,"",0,""
611,202007,C418H,119,"",3,"",0,"",3,"",0,"",0,""
612,202008,C418H,332,"",22,"",13,"",9,"",0,"",0,""
613,202009,C418H,426,"",32,"",9,"",19,"",4,"",0,""
614,202010,C418H,516,"",41,"",15,"",17,"",4,"",5,""
615,202011,C418H,527,"",47,"",29,"",14,"",4,"",0,""
616,202012,C418H,311,"",23,"",8,"",10,"",5,"",0,""
617,202101,C418H,305,"",32,"",5,"",15,"",12,"",0,""
618,202102,C418H,313,"",30,"",12,"",16,"",2,"",0,""
619,202103,C418H,441,"",18,"",5,"",10,"",3,"",0,""
620,202104,C418H,415,"",25,"",8,"",15,"",2,"",0,""
621,202105,C418H,423,"",21,"",3,"",15,"",3,"",0,""
622,202106,C418H,553,"",29,"",6,"",18,"",3,"",2,""
623,202107,C418H,454,"",31,"",10,"",6,"",15,"",0,""
624,202108,C418H,520,"",36,"",13,"",12,"",9,"",2,""
625,202109,C418H,226,"",10,"",2,"",5,"",3,"",0,""
626,202110,C418H,314,"",19,"",9,"",7,"",3,"",0,""
627,202111,C418H,528,"",37,"",6,"",18,"",10,"",3,""
628,202112,C418H,493,"",29,"",11,"",13,"",5,"",0,""
629,202201,C418H,258,"",10,"",4,"",4,"",2,"",0,""
630,202202,C418H,345,"",24,"",12,"",8,"",1,"",3,""
631,202203,C418H,603,"",57,"",30,"",7,"",19,"",1,""
632,202204,C418H,329,"",26,"",21,"",3,"",2,"",0,""
633,202205,C418H,479,"",38,"",22,"",13,"",3,"",0,""
634,202206,C418H,520,"",39,"",21,"",13,"",4,"",1,""
635,202207,C418H,445,"",16,"",7,"",5,"",4,"",0,""
636,202208,C418H,713,"",43,"",30,"",11,"",1,"",1,""
637,202209,C418H,632,"",47,"",27,"",16,"",4,"",0,""
638,202210,C418H,670,"",49,"",31,"",16,"",0,"",2,""
639,202211,C418H,737,"",52,"",19,"",21,"",8,"",4,""
640,202212,C418H,607,"",48,"",22,"",17,"",2,"",7,""
641,201505,D102H,1274,"",57,"",20,"",7,"",30,"",0,""
642,201506,D102H,1259,"",72,"",24,"",8,"",40,"",0,""
643,201507,D102H,1349,"",88,"",22,"",16,"",50,"",0,""
644,201508,D102H,1326,"",90,"",24,"",10,"",56,"",0,""
645,201509,D102H,1336,"",93,"",25,"",10,"",58,"",0,""
646,201510,D102H,1413,"",84,"",29,"",9,"",46,"",0,""
647,201511,D102H,1410,"",80,"",36,"",9,"",35,"",0,""
648,201512,D102H,1332,"",90,"",29,"",8,"",53,"",0,""
649,201601,D102H,1330,"",76,"",26,"",13,"",37,"",0,""
650,201602,D102H,1444,"",85,"",31,"",14,"",40,"",0,""
651,201603,D102H,1492,"",74,"",21,"",3,"",50,"",0,""
652,201604,D102H,1402,"",53,"",14,"",11,"",28,"",0,""
653,201605,D102H,1541,"",72,"",26,"",12,"",34,"",0,""
654,201606,D102H,1538,"",72,"",25,"",5,"",42,"",0,""
655,201607,D102H,1403,"",78,"",11,"",9,"",58,"",0,""
656,201608,D102H,1613,"",86,"",27,"",11,"",48,"",0,""
657,201609,D102H,1411,"",80,"",26,"",11,"",43,"",0,""
658,201610,D102H,1475,"",103,"",31,"",11,"",61,"",0,""
659,201611,D102H,1522,"",98,"",19,"",6,"",73,"",0,""
660,201612,D102H,1375,"",74,"",20,"",12,"",42,"",0,""
661,201701,D102H,1447,"",81,"",30,"",13,"",38,"",0,""
662,201702,D102H,1320,"",47,"",22,"",6,"",19,"",0,""
663,201703,D102H,1547,"",92,"",31,"",16,"",45,"",0,""
664,201704,D102H,1166,"",72,"",28,"",5,"",39,"",0,""
665,201705,D102H,1519,"",103,"",35,"",15,"",53,"",0,""
666,201706,D102H,1517,"",89,"",34,"",28,"",27,"",0,""
667,201707,D102H,1359,"",71,"",19,"",22,"",30,"",0,""
668,201708,D102H,1685,"",86,"",22,"",31,"",33,"",0,""
669,201709,D102H,1449,"",101,"",27,"",26,"",48,"",0,""
670,201710,D102H,1548,"",92,"",18,"",30,"",44,"",0,""
671,201711,D102H,1663,"",90,"",24,"",30,"",36,"",0,""
672,201712,D102H,1328,"",85,"",23,"",33,"",29,"",0,""
673,201801,D102H,1638,"",89,"",33,"",32,"",24,"",0,""
674,201802,D102H,1415,"",84,"",14,"",29,"",41,"",0,""
675,201803,D102H,1425,"",84,"",25,"",21,"",38,"",0,""
676,201804,D102H,1499,"",76,"",15,"",38,"",23,"",0,""
677,201805,D102H,1744,"",63,"",28,"",18,"",17,"",0,""
678,201806,D102H,1577,"",74,"",15,"",34,"",25,"",0,""
679,201807,D102H,1391,"",76,"",14,"",30,"",32,"",0,""
680,201808,D102H,1681,"",70,"",11,"",37,"",22,"",0,""
681,201809,D102H,1524,"",70,"",25,"",31,"",14,"",0,""
682,201810,D102H,1800,"",94,"",28,"",26,"",40,"",0,""
683,201811,D102H,1784,"",78,"",18,"",32,"",28,"",0,""
684,201812,D102H,1443,"",57,"",18,"",26,"",13,"",0,""
685,201901,D102H,1704,"",89,"",38,"",24,"",27,"",0,""
686,201902,D102H,1543,"",81,"",20,"",24,"",37,"",0,""
687,201903,D102H,1649,"",83,"",28,"",38,"",17,"",0,""
688,201904,D102H,1517,"",75,"",25,"",31,"",19,"",0,""
689,201905,D102H,1642,"",74,"",21,"",27,"",26,"",0,""
690,201906,D102H,1571,"",67,"",13,"",24,"",30,"",0,""
691,201907,D102H,1684,"",85,"",24,"",32,"",29,"",0,""
692,201908,D102H,1679,"",69,"",14,"",26,"",29,"",0,""
693,201909,D102H,1572,"",78,"",25,"",34,"",19,"",0,""
694,201910,D102H,1734,"",88,"",33,"",32,"",23,"",0,""
695,201911,D102H,1864,"",89,"",17,"",36,"",36,"",0,""
696,201912,D102H,1707,"",89,"",40,"",35,"",14,"",0,""
697,202001,D102H,1894,"",101,"",32,"",41,"",28,"",0,""
698,202002,D102H,1719,"",116,"",33,"",44,"",39,"",0,""
699,202003,D102H,1164,"",83,"",21,"",39,"",23,"",0,""
700,202004,D102H,125,"",25,"",3,"",3,"",19,"",0,""
701,202005,D102H,204,"",10,"",2,"",5,"",3,"",0,""
702,202006,D102H,382,"",21,"",4,"",9,"",8,"",0,""
703,202007,D102H,766,"",43,"",9,"",22,"",12,"",0,""
704,202008,D102H,739,"",48,"",13,"",23,"",12,"",0,""
705,202009,D102H,915,"",36,"",10,"",21,"",5,"",0,""
706,202010,D102H,1037,"",50,"",9,"",16,"",25,"",0,""
707,202011,D102H,1048,"",43,"",17,"",16,"",10,"",0,""
708,202012,D102H,1424,"",57,"",14,"",30,"",13,"",0,""
709,202101,D102H,1433,"",52,"",18,"",27,"",7,"",0,""
710,202102,D102H,1541,"",59,"",17,"",30,"",12,"",0,""
711,202103,D102H,1868,"",101,"",21,"",50,"",30,"",0,""
712,202104,D102H,1576,"",65,"",6,"",30,"",29,"",0,""
713,202105,D102H,1681,"",67,"",16,"",34,"",17,"",0,""
714,202106,D102H,1803,"",93,"",32,"",34,"",27,"",0,""
715,202107,D102H,2072,"",116,"",36,"",37,"",43,"",0,""
716,202108,D102H,2340,"",199,"",70,"",56,"",73,"",0,""
717,202109,D102H,2225,"",125,"",51,"",48,"",26,"",0,""
718,202110,D102H,2144,"",137,"",52,"",60,"",25,"",0,""
719,202111,D102H,2353,"",134,"",67,"",44,"",23,"",0,""
720,202112,D102H,2059,"",103,"",48,"",37,"",18,"",0,""
721,202201,D102H,1971,"",134,"",67,"",51,"",16,"",0,""
722,202202,D102H,2332,"",153,"",77,"",56,"",20,"",0,""
723,202203,D102H,2383,"",151,"",80,"",46,"",25,"",0,""
724,202204,D102H,2170,"",133,"",67,"",39,"",27,"",0,""
725,202205,D102H,2244,"",130,"",70,"",29,"",31,"",0,""
726,202206,D102H,2312,"",152,"",67,"",45,"",40,"",0,""
727,202207,D102H,2302,"",105,"",43,"",46,"",16,"",0,""
728,202208,D102H,2406,"",147,"",48,"",43,"",56,"",0,""
729,202209,D102H,2131,"",145,"",65,"",49,"",31,"",0,""
730,202210,D102H,2341,"",137,"",67,"",39,"",31,"",0,""
731,202211,D102H,2607,"",140,"",54,"",38,"",48,"",0,""
732,202212,D102H,2092,"",117,"",68,"",29,"",20,"",0,""
733,201505,F704H,685,"",57,"",5,"",38,"",13,"",1,""
734,201506,F704H,737,"",66,"",19,"",26,"",16,"",5,""
735,201507,F704H,652,"",41,"",9,"",24,"",8,"",0,""
736,201508,F704H,598,"",42,"",4,"",22,"",5,"",11,""
737,201509,F704H,632,"",46,"",9,"",21,"",15,"",1,""
738,201510,F704H,645,"",41,"",12,"",20,"",7,"",2,""
739,201511,F704H,658,"",43,"",5,"",28,"",10,"",0,""
740,201512,F704H,604,"",32,"",3,"",14,"",13,"",2,""
741,201601,F704H,621,"",67,"",10,"",30,"",24,"",3,""
742,201602,F704H,720,"",47,"",6,"",25,"",13,"",3,""
743,201603,F704H,710,"",67,"",11,"",22,"",34,"",0,""
744,201604,F704H,685,"",54,"",13,"",26,"",15,"",0,""
745,201605,F704H,782,"",76,"",9,"",22,"",45,"",0,""
746,201606,F704H,696,"",52,"",6,"",22,"",24,"",0,""
747,201607,F704H,575,"",43,"",17,"",16,"",10,"",0,""
748,201608,F704H,686,"",62,"",9,"",24,"",29,"",0,""
749,201609,F704H,664,"",50,"",16,"",16,"",15,"",3,""
750,201610,F704H,1024,"",57,"",11,"",24,"",18,"",4,""
751,201611,F704H,707,"",61,"",12,"",27,"",22,"",0,""
752,201612,F704H,560,"",83,"",6,"",16,"",61,"",0,""
753,201701,F704H,659,"",99,"",12,"",25,"",62,"",0,""
754,201702,F704H,594,"",63,"",11,"",23,"",28,"",1,""
755,201703,F704H,782,"",62,"",10,"",23,"",29,"",0,""
756,201704,F704H,568,"",66,"",10,"",31,"",21,"",4,""
757,201705,F704H,645,"",75,"",16,"",21,"",38,"",0,""
758,201706,F704H,670,"",48,"",8,"",27,"",13,"",0,""
759,201707,F704H,584,"",42,"",7,"",23,"",12,"",0,""
760,201708,F704H,678,"",44,"",12,"",20,"",12,"",0,""
761,201709,F704H,611,"",43,"",9,"",21,"",12,"",1,""
762,201710,F704H,650,"",40,"",7,"",24,"",9,"",0,""
763,201711,F704H,731,"",93,"",9,"",33,"",51,"",0,""
764,201712,F704H,543,"",94,"",9,"",23,"",62,"",0,""
765,201801,F704H,616,"",155,"",7,"",14,"",134,"",0,""
766,201802,F704H,580,"",60,"",10,"",17,"",33,"",0,""
767,201803,F704H,600,"",77,"",7,"",18,"",52,"",0,""
768,201804,F704H,589,"",62,"",10,"",15,"",37,"",0,""
769,201805,F704H,692,"",60,"",13,"",25,"",22,"",0,""
770,201806,F704H,599,"",31,"",8,"",15,"",8,"",0,""
771,201807,F704H,599,"",29,"",3,"",12,"",14,"",0,""
772,201808,F704H,652,"",43,"",7,"",16,"",20,"",0,""
773,201809,F704H,621,"",55,"",10,"",26,"",19,"",0,""
774,201810,F704H,631,"",56,"",13,"",17,"",26,"",0,""
775,201811,F704H,653,"",50,"",13,"",25,"",12,"",0,""
776,201812,F704H,570,"",43,"",6,"",20,"",17,"",0,""
777,201901,F704H,632,"",50,"",8,"",16,"",26,"",0,""
778,201902,F704H,914,"",62,"",12,"",21,"",29,"",0,""
779,201903,F704H,698,"",51,"",14,"",19,"",18,"",0,""
780,201904,F704H,598,"",51,"",8,"",21,"",22,"",0,""
781,201905,F704H,697,"",56,"",12,"",26,"",18,"",0,""
782,201906,F704H,591,"",41,"",7,"",14,"",20,"",0,""
783,201907,F704H,581,"",37,"",8,"",14,"",15,"",0,""
784,201908,F704H,559,"",42,"",9,"",14,"",19,"",0,""
785,201909,F704H,711,"",65,"",10,"",30,"",25,"",0,""
786,201910,F704H,705,"",67,"",15,"",21,"",31,"",0,""
787,201911,F704H,767,"",63,"",7,"",42,"",14,"",0,""
788,201912,F704H,618,"",49,"",13,"",26,"",10,"",0,""
789,202001,F704H,711,"",59,"",9,"",24,"",26,"",0,""
790,202002,F704H,701,"",57,"",12,"",21,"",23,"",1,""
791,202003,F704H,465,"",54,"",4,"",13,"",37,"",0,""
792,202004,F704H,196,"",17,"",5,"",4,"",8,"",0,""
793,202005,F704H,158,"",5,"",0,"",4,"",1,"",0,""
794,202006,F704H,260,"",21,"",2,"",16,"",3,"",0,""
795,202007,F704H,456,"",15,"",0,"",11,"",4,"",0,""
796,202008,F704H,427,"",18,"",2,"",12,"",4,"",0,""
797,202009,F704H,549,"",23,"",6,"",13,"",4,"",0,""
798,202010,F704H,544,"",28,"",5,"",18,"",5,"",0,""
799,202011,F704H,487,"",31,"",1,"",17,"",12,"",1,""
800,202012,F704H,368,"",27,"",5,"",7,"",15,"",0,""
801,202101,F704H,55,"",4,"",0,"",2,"",2,"",0,""
802,202102,F704H,247,"",15,"",1,"",9,"",2,"",3,""
803,202103,F704H,461,"",21,"",3,"",9,"",7,"",2,""
804,202104,F704H,509,"",30,"",1,"",13,"",11,"",5,""
805,202105,F704H,575,"",29,"",4,"",12,"",13,"",0,""
806,202106,F704H,623,"",41,"",6,"",15,"",20,"",0,""
807,202107,F704H,583,"",45,"",9,"",20,"",16,"",0,""
808,202108,F704H,539,"",26,"",4,"",10,"",12,"",0,""
809,202109,F704H,547,"",33,"",6,"",15,"",11,"",1,""
810,202110,F704H,478,"",37,"",0,"",11,"",26,"",0,""
811,202111,F704H,587,"",39,"",4,"",13,"",22,"",0,""
812,202112,F704H,465,"",29,"",2,"",10,"",17,"",0,""
813,202201,F704H,372,"",28,"",0,"",11,"",17,"",0,""
814,202202,F704H,504,"",37,"",2,"",16,"",19,"",0,""
815,202203,F704H,592,"",37,"",6,"",15,"",16,"",0,""
816,202204,F704H,433,"",36,"",6,"",13,"",17,"",0,""
817,202205,F704H,547,"",55,"",6,"",18,"",31,"",0,""
818,202206,F704H,559,"",50,"",6,"",20,"",24,"",0,""
819,202207,F704H,514,"",48,"",7,"",21,"",20,"",0,""
820,202208,F704H,514,"",38,"",8,"",11,"",19,"",0,""
821,202209,F704H,616,"",95,"",7,"",29,"",59,"",0,""
822,202210,F704H,539,"",41,"",8,"",15,"",18,"",0,""
823,202211,F704H,615,"",58,"",7,"",26,"",25,"",0,""
824,202212,F704H,499,"",56,"",5,"",16,"",35,"",0,""
825,201505,F805H,606,"",46,"",17,"",19,"",9,"",1,""
826,201506,F805H,701,"",67,"",27,"",25,"",13,"",2,""
827,201507,F805H,639,"",49,"",28,"",16,"",5,"",0,""
828,201508,F805H,551,"",47,"",18,"",20,"",3,"",6,""
829,201509,F805H,804,"",43,"",17,"",22,"",4,"",0,""
830,201510,F805H,690,"",64,"",26,"",26,"",11,"",1,""
831,201511,F805H,830,"",70,"",36,"",26,"",8,"",0,""
832,201512,F805H,763,"",52,"",24,"",22,"",4,"",2,""
